schluessel,laender,arbeitslos.gsamt,arbeitslos.ausld,arbeitslos.bhdt,arbeitslos.15bis20,arbeitslos15bis25,arbeitslos.55bis65,arbeitslos.langzeit
0713201094,        Rettersen,6,0,2,0,0,3,3
0713201099,"        Schöneberg, Westerwald",8,0,2,1,1,1,6
0713201106,        Sörth,7,0,-,0,1,2,1
0713201109,        Stürzelbach,4,0,1,0,0,2,-
0713201110,        Volkerzen,6,0,-,0,0,0,3
0713201114,        Werkhausen,5,0,-,0,0,0,2
0713201115,        Weyerbusch,38,1,2,0,3,7,11
0713201118,        Wölmersen,6,0,-,0,1,2,2
0713201201,        Berod bei Hachenburg,22,0,2,0,1,6,5
0713201501,        Altenkirchen (Westerwald),290,43,14,4,33,56,106
0713202,"        Betzdorf, Verbandsgem.",.,.,.,.,.,.,.
0713202002,"        Alsdorf, Sieg",6,0,4,0,1,0,17
0713202006,        Betzdorf,479,84,24,11,64,76,161
0713202042,        Grünebach,9,2,1,1,2,1,1
0713202098,        Scheuerfeld,59,10,5,3,9,11,17
0713202111,        Wallmenroth,31,6,1,2,4,12,8
0713203,"        Daaden, Verbandsgem.",.,.,.,.,.,.,.
0713203018,        Daaden,87,6,5,2,12,22,28
0713203019,        Derschen,21,1,1,0,3,4,4
0713203026,        Emmerzhausen,15,0,3,1,3,7,5
0713203036,"        Friedewald, Westerwald",16,0,-,0,3,1,3
0713203050,"        Herdorf, Stadt",-,-,-,-,-,-,-
0713203068,        Mauden,2,0,-,0,0,1,1
0713203075,        Niederdreisbach,11,1,-,0,1,2,2
0713203079,        Nisterberg,4,0,1,0,1,0,2
0713203101,        Schutzbach,9,0,-,0,1,1,2
0713203113,        Weitefeld,45,2,2,1,6,10,13
0713204,"        Flammersfeld, Verbandsgem.",.,.,.,.,.,.,.
0713204005,        Berzhausen,5,0,-,0,0,2,2
0713204015,        Bürdenbach,5,0,-,0,1,0,2
0713204016,        Burglahr,15,1,-,0,1,1,3
0713204023,        Eichen,17,2,1,0,1,4,3
0713204029,        Eulenberg,1,0,-,0,0,0,-
0713204032,        Flammersfeld,37,3,2,0,2,11,14
0713204041,        Giershausen,4,0,-,0,1,0,-
0713204043,        Güllesheim,15,1,-,0,1,3,4
0713204055,        Horhausen (Westerwald),54,6,4,0,6,11,15
0713204060,        Kescheid,2,2,-,0,0,0,1
0713204065,        Krunkel,8,1,-,0,0,1,1
0713204078,        Niedersteinebach,2,1,-,0,0,0,1
0713204083,        Oberlahr,26,1,-,0,2,9,6
0713204084,        Obernau,19,1,1,0,2,4,7
0713204085,        Obersteinebach,2,0,-,0,0,1,1
0713204088,        Orfgen,3,0,-,0,1,0,-
0713204089,        Peterslahr,8,0,1,0,1,2,2
0713204090,        Pleckhausen,15,0,3,0,1,3,2
0713204093,        Reiferscheid,9,0,-,0,3,1,2
0713204097,"        Rott, Westerwald",12,0,-,0,2,2,3
0713204100,        Schürdt,6,1,1,0,1,2,2
0713204103,        Seelbach (Westerwald),6,0,-,0,1,3,1
0713204104,        Seifen,3,0,-,0,1,0,1
0713204112,        Walterschen,4,1,1,0,1,0,1
0713204116,        Willroth,22,9,1,0,4,4,7
0713204119,        Ziegenhain,2,0,-,0,0,0,-
0713205,"        Gebhardshain, Verbandsgem.",.,.,.,.,.,.,.
0713205020,        Dickendorf,7,0,1,0,1,1,4
0713205024,        Elben,7,1,1,0,1,1,1
0713205025,        Elkenroth,46,3,5,1,7,13,13
0713205030,        Fensdorf,10,0,2,0,1,4,4
0713205039,        Gebhardshain,45,6,2,1,7,6,15
0713205059,        Kausen,16,2,1,0,3,6,4
0713205066,"        Malberg, Westerwald",19,1,1,0,2,5,3
0713205071,        Molzhain,14,0,1,0,1,5,8
0713205073,        Nauroth,29,2,1,2,4,6,9
0713205095,        Rosenheim (Landkreis Altenkirchen),26,1,1,0,3,3,8
0713205107,        Steinebach/Sieg,37,2,3,0,6,8,12
0713205108,        Steineroth,15,1,2,0,2,6,6
0713206,"        Hamm (Sieg), Verbandsgem.",.,.,.,.,.,.,.
0713206007,        Birkenbeul,12,0,-,0,1,1,4
0713206010,        Bitzen,26,0,1,0,1,4,14
0713206013,        Breitscheidt,39,3,1,0,3,6,9
0713206014,        Bruchertseifen,33,0,1,0,4,6,18
0713206028,        Etzbach,45,3,4,1,5,10,18
0713206034,"        Forst b Wissen, Sieg",9,0,1,0,0,2,2
0713206038,        Fürthen,37,3,-,0,6,6,13
0713206044,        Hamm (Sieg),168,31,9,3,20,37,61
0713206077,        Niederirsen,6,0,-,0,1,0,2
0713206091,        Pracht,34,0,2,1,5,8,11
0713206096,"        Roth b Hamm, Sieg",58,4,1,0,3,14,1
0713206102,        Seelbach b Hamm (Sieg),5,0,1,0,0,2,1
0713207,"        Kirchen (Sieg), Verbandsgem.",.,.,.,.,.,.,.
0713207012,        Brachbach,56,3,8,1,5,8,21
0713207037,        Friesenhagen,27,0,1,1,5,5,9
0713207045,        Harbach,7,0,-,0,1,3,2
0713207063,        Kirchen (Sieg),250,28,16,4,34,48,82
0713207072,        Mudersbach,170,15,9,2,15,41,59
0713207076,        Niederfischbach,92,8,10,2,9,21,27
0713208,"        Wissen, Verbandsgem.",.,.,.,.,.,.,.
0713208008,        Birken-Honigsessen,43,2,5,0,4,12,13
0713208011,        Mittelhof,29,2,-,1,1,6,12
0713208054,        Hövels,16,2,2,0,2,4,8
0713208080,        Katzwinkel (Sieg),50,4,1,1,5,10,18
0713208105,        Selbach (Sieg),25,3,1,0,3,5,8
0713208117,        Wissen,372,45,19,8,40,59,145
0713209,        Betzdorf-Gebhardshain,-,-,-,-,-,-,-
0713209002,        Alsdorf,-,-,-,-,-,-,-
0713209006,"        Betzdorf, Stadt",-,-,-,-,-,-,-
0713209020,        Dickendorf,-,-,-,-,-,-,-
0713209024,        Elben,-,-,-,-,-,-,-
0713209025,        Elkenroth,-,-,-,-,-,-,-
0713209030,        Fensdorf,-,-,-,-,-,-,-
0713209039,        Gebhardshain,-,-,-,-,-,-,-
0713209042,        Grünebach,-,-,-,-,-,-,-
0713209059,        Kausen,-,-,-,-,-,-,-
0713209066,        Malberg,-,-,-,-,-,-,-
0713209071,        Molzhain,-,-,-,-,-,-,-
0713209073,        Nauroth,-,-,-,-,-,-,-
0713209095,        Rosenheim (Altenk.),-,-,-,-,-,-,-
0713209098,        Scheuerfeld,-,-,-,-,-,-,-
0713209107,        Steinebach/Sieg,-,-,-,-,-,-,-
0713209108,        Steineroth,-,-,-,-,-,-,-
0713209111,        Wallmenroth,-,-,-,-,-,-,-
07133,"      Bad Kreuznach, Landkreis",5829,912,265,133,630,1162,2273
0713300006,"        Bad Kreuznach, verbandsfr. Gemeinde",2409,635,88,65,269,432,983
0713300052,"        Kirn, verbandsfr. Gemeinde",613,59,21,16,65,129,295
0713301,"        Bad Kreuznach, Verbandsgem.",.,.,.,.,.,.,.
0713301003,        Altenbamberg,-,-,-,-,-,-,-
0713301012,        Biebelsheim,15,1,1,0,3,3,7
0713301030,        Feilbingert,-,-,-,-,-,-,-
0713301031,        Frei-Laubersheim,21,1,1,0,2,3,6
0713301032,        Fürfeld,42,2,3,0,4,11,13
0713301037,        Hackenheim,41,2,-,0,3,8,13
0713301039,        Hallgarten,-,-,-,-,-,-,-
0713301045,        Hochstätten,-,-,-,-,-,-,-
0713301069,        Neu-Bamberg,21,0,3,0,2,6,5
0713301078,        Pfaffen-Schwabenheim,49,3,2,2,7,8,17
0713301080,        Pleitersheim,10,0,-,0,2,2,4
0713301104,"        Tiefenthal, Rheinhessen",10,0,1,0,1,1,1
0713301106,        Volxheim,26,2,-,0,1,8,7
0713302,"        Bad Münster am Stein-Ebernburg, Verbandsgem.",.,.,.,.,.,.,.
0713302003,        Altenbamberg,18,0,1,0,2,4,4
0713302007,        Bad Münster am Stein-Ebernburg,159,14,7,2,12,30,69
0713302027,        Duchroth,18,1,1,0,4,5,7
0713302030,        Feilbingert,30,1,4,1,3,5,7
0713302039,        Hallgarten,22,1,1,1,2,2,6
0713302045,        Hochstätten,16,2,1,0,1,2,4
0713302070,        Niederhausen,15,0,1,0,2,5,5
0713302071,        Norheim,27,3,1,0,3,6,10
0713302074,        Oberhausen an der Nahe,0,0,-,0,0,0,4
0713302105,        Traisen,12,0,-,0,1,2,2
0713303,"        Kirn-Land, Verbandsgem.",.,.,.,.,.,.,.
0713303008,        Bärenbach b Idar-Oberstein,10,2,2,0,1,2,5
0713303010,        Becherbach bei Kirn,10,0,1,0,1,0,4
0713303016,        Brauweiler,.,.,.,.,.,.,.
0713303038,        Hahnenbach,28,1,4,0,3,4,14
0713303041,        Heimweiler,8,0,-,1,1,1,3
0713303042,        Heinzenberg,.,.,.,.,.,.,.
0713303043,        Hennweiler,39,0,4,1,3,8,13
0713303046,        Hochstetten-Dhaun,41,5,-,0,2,13,21
0713303047,        Horbach b Simmertal,1,0,-,0,0,0,-
0713303059,"        Limbach b Kirn, Nahe",5,0,-,0,1,0,3
0713303063,"        Meckenbach b Kirn, Nahe",10,0,-,0,1,6,5
0713303073,        Oberhausen bei Kirn,25,1,3,0,1,6,8
0713303077,        Otzweiler,8,0,2,0,1,4,4
0713303096,        Simmertal,78,7,2,1,11,17,27
0713303113,        Weitersborn,5,0,-,1,2,0,2
0713303201,        Bruschied,6,0,-,0,1,1,1
0713303202,        Kellenbach,7,1,-,0,1,3,3
0713303203,        Königsau,2,0,-,0,0,0,-
0713303204,        Schneppenbach,4,0,1,0,0,0,-
0713303205,        Schwarzerden,11,0,1,0,1,4,3
0713304,"        Langenlonsheim, Verbandsgem.",.,.,.,.,.,.,.
0713304018,        Bretzenheim,76,12,1,1,10,22,5
0713304026,        Dorsheim,20,1,1,1,2,2,11
0713304035,        Guldental,63,6,3,1,6,10,18
0713304054,        Langenlonsheim,100,22,2,4,14,18,36
0713304056,        Laubenheim,18,0,1,0,2,4,1
0713304087,        Rümmelsheim,32,2,1,2,2,8,8
0713304114,        Windesheim,42,6,4,1,4,9,12
0713305,"        Meisenheim, Verbandsgem.",.,.,.,.,.,.,.
0713305001,        Abtweiler,3,0,1,0,0,0,2
0713305011,        Becherbach,28,1,3,0,2,7,13
0713305017,        Breitenheim,7,0,1,0,0,1,9
0713305020,        Callbach,8,0,-,1,1,1,3
0713305024,        Desloch,4,0,1,0,0,2,4
0713305049,        Hundsbach,8,0,1,0,1,3,3
0713305051,        Jeckenbach,4,0,-,0,0,1,1
0713305058,        Lettweiler,4,1,-,0,1,1,1
0713305060,        Löllbach,7,0,-,0,1,2,1
0713305065,        Meisenheim,102,4,5,2,10,20,42
0713305081,        Raumbach,14,0,2,0,2,1,5
0713305083,        Rehborn,17,1,2,0,2,6,5
0713305084,        Reiffelbach,13,0,-,0,1,3,6
0713305090,        Schmittweiler,4,0,1,0,0,0,2
0713305092,        Schweinschied,3,0,-,0,0,1,1
0713306,"        Rüdesheim, Verbandsgem.",.,.,.,.,.,.,.
0713306002,        Allenfeld,3,0,-,0,1,1,1
0713306004,        Argenschwang,7,0,1,0,0,1,1
0713306013,        Bockenau,28,2,2,1,4,6,10
0713306014,"        Boos, Nahe",19,2,-,0,2,4,2
0713306015,        Braunweiler,12,0,1,0,2,3,5
0713306019,        Burgsponheim,5,0,-,0,0,1,-
0713306021,        Dalberg,4,0,-,0,0,0,1
0713306027,        Duchroth,-,-,-,-,-,-,-
0713306033,        Gebroth,2,1,-,0,0,1,1
0713306036,        Gutenberg,14,0,-,0,1,6,6
0713306040,        Hargesheim,64,4,4,2,9,15,20
0713306044,        Hergenfeld,9,1,-,0,1,2,2
0713306048,        Hüffelsheim,35,2,2,1,1,9,15
0713306061,        Mandel,21,0,1,1,4,3,6
0713306068,        Münchwald,3,0,1,0,0,1,-
0713306070,        Niederhausen,-,-,-,-,-,-,-
0713306071,        Norheim,-,-,-,-,-,-,-
0713306074,        Oberhausen an d.Nahe,-,-,-,-,-,-,-
0713306075,        Oberstreit,5,0,2,0,0,2,2
0713306086,        Roxheim,63,7,4,1,7,9,22
0713306088,        Sankt Katharinen,8,1,-,0,1,0,2
0713306089,        Schloßböckelheim,6,1,-,0,0,2,3
0713306098,        Sommerloch,5,1,-,0,1,1,2
0713306099,        Spabrücken,12,1,-,0,1,4,4
0713306100,        Spall,7,1,-,0,0,0,3
0713306101,        Sponheim,22,0,7,0,3,2,28
0713306105,        Traisen,-,-,-,-,-,-,-
0713306107,        Waldböckelheim,67,8,5,1,7,11,25
0713306109,"        Wallhausen, Kr Bad Kreuznach",21,2,1,0,3,5,6
0713306112,"        Weinsheim, Kr Bad Kreuznach",33,2,3,0,3,4,10
0713306115,"        Winterbach, Kr Bad Kreuznach",8,0,-,0,0,1,3
0713306117,        Rüdesheim,76,9,7,1,7,18,31
0713307,"        Bad Sobernheim, Verbandsgem.",.,.,.,.,.,.,.
0713307005,        Auen,5,0,-,0,0,0,2
0713307009,        Bärweiler,5,0,-,0,0,1,3
0713307022,"        Daubach, Hunsrück",6,1,-,1,1,2,2
0713307050,        Ippenschied,3,0,-,0,0,0,1
0713307053,        Kirschroth,5,1,1,0,0,3,4
0713307055,        Langenthal,3,0,-,0,0,2,2
0713307057,        Lauschied,13,2,1,0,1,5,4
0713307062,        Martinstein,14,1,-,1,2,0,5
0713307064,        Meddersheim,21,0,1,0,4,8,6
0713307066,        Merxheim,49,3,2,1,7,7,16
0713307067,        Monzingen,77,4,5,1,7,15,28
0713307072,        Nußbaum,13,1,-,0,2,4,5
0713307076,        Odernheim am Glan,53,2,6,1,6,15,22
0713307082,        Rehbach,.,.,.,.,.,.,.
0713307094,        Seesbach,18,0,1,0,2,2,7
0713307102,        Staudernheim,41,1,-,0,5,9,4
0713307111,        Weiler bei Monzingen,18,1,-,1,1,3,9
0713307116,        Winterburg,5,0,-,0,0,1,1
0713307501,        Bad Sobernheim,261,30,16,3,27,56,106
0713308,"        Stromberg, Verbandsgem.",.,.,.,.,.,.,.
0713308023,        Daxweiler,10,0,-,0,1,2,2
0713308025,        Dörrebach,16,0,2,0,2,6,5
0713308028,        Eckenroth,4,0,1,0,0,0,1
0713308085,"        Roth b Stromberg, Hunsrück",5,0,-,0,0,2,1
0713308091,"        Schöneberg, Hunsrück",15,2,-,0,2,5,1
0713308093,        Schweppenhausen,33,3,2,0,2,8,10
0713308095,        Seibersbach,25,2,-,1,2,7,9
0713308103,        Stromberg,87,6,4,1,7,20,24
0713308108,        Waldlaubersheim,12,0,-,1,2,1,4
0713308110,        Warmsroth,10,1,2,0,0,2,1
07134,"      Birkenfeld, Landkreis",2914,218,176,61,331,584,1076
0713400045,"        Idar-Oberstein, verbandsfr. Gemeinde",1399,128,74,29,163,260,553
0713401,"        Baumholder, Verbandsgem.",.,.,.,.,.,.,.
0713401005,        Baumholder,173,18,8,3,19,35,62
0713401007,        Berglangenbach,11,0,1,0,0,4,4
0713401008,        Berschweiler bei Baumholder,10,0,1,0,2,1,1
0713401021,        Eckersweiler,5,0,1,0,0,2,1
0713401026,        Fohren-Linden,4,0,-,0,0,1,1
0713401027,        Frauenberg,9,0,1,0,1,2,2
0713401033,        Hahnweiler,2,0,-,0,1,0,1
0713401036,"        Heimbach, Nahe",43,6,3,2,9,6,13
0713401051,        Leitzweiler,5,1,1,0,0,0,2
0713401054,        Mettweiler,10,1,-,0,0,2,3
0713401068,"        Reichenbach, Kr Birkenfeld, Nahe",13,0,3,0,2,1,5
0713401073,"        Rohrbach, Nahe",5,0,1,0,1,1,2
0713401074,        Rückweiler,16,0,-,1,2,8,5
0713401075,        Ruschberg,24,1,4,0,3,3,8
0713402,"        Birkenfeld, Verbandsgem.",.,.,.,.,.,.,.
0713402001,        Abentheuer,18,0,2,1,2,3,5
0713402002,        Achtelsbach,10,0,-,1,2,2,3
0713402010,"        Birkenfeld, Nahe",333,37,15,5,31,52,141
0713402011,        Börfink,8,0,-,0,0,2,3
0713402015,        Brücken,39,2,3,1,4,8,10
0713402016,        Buhlenberg,8,0,2,0,0,2,1
0713402018,        Dambach,1,0,-,0,0,0,-
0713402020,        Dienstweiler,6,1,1,0,0,3,4
0713402022,        Elchweiler,1,0,1,0,0,1,-
0713402023,"        Ellenberg b Birkenfeld, Nahe",4,0,-,0,0,2,2
0713402024,        Ellweiler,6,0,1,0,0,2,2
0713402029,        Gimbweiler,12,1,2,0,0,5,5
0713402031,        Gollenberg,3,0,-,0,1,1,-
0713402034,        Hattgenstein,8,0,-,0,0,2,1
0713402042,        Hoppstädten-Weiersbach,71,2,5,2,7,21,22
0713402048,        Kronweiler,6,1,1,0,1,2,1
0713402050,        Leisel,13,0,1,0,0,3,3
0713402053,"        Meckenbach Kr Birkenfeld, Nahe",1,0,-,0,0,0,-
0713402057,        Niederbrombach,10,1,1,0,2,4,3
0713402058,        Niederhambach,9,1,1,0,1,1,3
0713402061,        Nohen,15,0,2,1,2,6,5
0713402062,        Oberbrombach,14,0,2,1,3,4,6
0713402063,        Oberhambach,9,2,1,0,1,0,3
0713402070,        Rimsberg,1,0,1,0,0,1,1
0713402071,        Rinzenberg,4,0,-,0,0,1,1
0713402072,        Rötsweiler-Nockenthal,13,0,-,0,2,6,6
0713402078,        Schmißberg,4,0,-,0,0,1,2
0713402080,        Schwollen,9,0,-,0,1,2,3
0713402084,        Siesbach,8,0,1,1,2,2,2
0713402085,        Sonnenberg-Winnenberg,16,0,2,1,1,4,4
0713402094,        Wilzenberg-Hußweiler,8,0,1,0,2,2,2
0713403,"        Herrstein, Verbandsgem.",.,.,.,.,.,.,.
0713403003,        Allenbach,12,0,2,0,2,2,2
0713403006,"        Bergen b Kirn, Nahe",9,0,-,0,2,0,4
0713403009,        Berschweiler bei Kirn,6,0,1,1,2,1,2
0713403013,        Breitenthal  b Idar Oberstein,8,0,1,0,0,4,5
0713403014,        Bruchweiler,8,0,-,0,1,4,3
0713403019,        Dickesbach,6,0,1,0,0,2,4
0713403025,        Fischbach b Idar-Oberstein,30,0,5,0,4,8,9
0713403028,        Gerach b Idar-Oberstein,4,0,1,0,0,1,1
0713403032,        Griebelschied,8,0,-,1,2,3,2
0713403038,        Herborn b Idar-Oberstein,14,1,2,0,1,2,3
0713403039,        Herrstein,21,1,1,0,1,3,8
0713403040,        Hettenrodt,9,0,-,0,1,2,3
0713403041,        Hintertiefenbach,7,0,1,0,1,2,1
0713403046,        Kempfeld,19,1,1,0,1,5,6
0713403047,        Kirschweiler,22,1,2,1,5,5,8
0713403052,        Mackenrodt,4,0,-,0,1,1,-
0713403055,        Mittelreidenbach,20,0,1,0,3,4,5
0713403056,        Mörschied,20,1,-,0,3,2,6
0713403059,        Niederhosenbach,6,0,1,0,0,1,2
0713403060,        Niederwörresbach,18,0,2,0,2,6,4
0713403064,        Oberhosenbach,1,0,1,0,0,0,-
0713403066,        Oberreidenbach,12,0,1,0,0,2,4
0713403067,        Oberwörresbach,2,0,-,0,0,0,1
0713403077,        Schmidthachenbach,11,0,-,0,2,2,4
0713403081,        Sensweiler,15,0,2,1,1,3,7
0713403082,        Sien,9,0,-,0,2,4,4
0713403083,        Sienhachenbach,4,0,1,0,0,0,2
0713403086,        Sonnschied,3,1,-,0,0,0,2
0713403089,        Veitsrodt,8,1,1,0,1,1,4
0713403090,        Vollmersbach,6,0,1,0,0,3,2
0713403091,        Weiden,2,0,-,0,0,0,-
0713403093,        Wickenrodt,3,0,-,0,0,1,-
0713403095,        Wirschweiler,5,0,-,0,0,1,2
0713403502,        Langweiler b Idar-Oberstein,8,0,1,0,1,1,2
0713404,"        Rhaunen, Verbandsgem.",.,.,.,.,.,.,.
0713404004,"        Asbach, Hunsrück",2,0,-,0,1,0,1
0713404012,        Bollenbach,2,0,-,0,0,0,2
0713404017,        Bundenbach,20,0,1,0,3,3,8
0713404030,        Gösenroth,3,0,1,0,0,3,1
0713404035,"        Hausen, Hunsrück",36,1,-,0,4,7,2
0713404037,        Hellertshausen,4,0,-,0,1,0,1
0713404043,        Horbruch,10,2,-,0,2,1,2
0713404044,        Hottenbach,14,0,1,1,2,3,3
0713404049,        Krummenau,3,0,-,0,1,0,1
0713404065,        Oberkirn,6,0,1,0,1,1,3
0713404069,        Rhaunen,64,2,2,1,4,16,26
0713404076,        Schauren b Idar-Oberstein,10,1,-,0,0,3,2
0713404079,        Schwerbach,0,0,-,0,0,0,-
0713404087,        Stipshausen,23,2,3,0,1,5,9
0713404088,        Sulzbach b Idar-Oberstein,13,0,-,0,2,3,5
0713404092,        Weitersbach,2,0,1,0,0,1,1
07135,"      Cochem-Zell, Landkreis",1358,114,74,31,163,297,329
0713500020,"        Cochem, verbandsfr. Gemeinde",.,.,.,.,.,.,.
0713501,"        Cochem-Land, Verbandsgem.",.,.,.,.,.,.,.
0713501007,"        Beilstein, Mosel",3,1,1,0,0,2,-
0713501012,        Bremm,12,1,1,0,2,5,9
0713501015,        Briedern,8,0,1,0,1,1,9
0713501017,        Bruttig-Fankel,21,2,1,0,3,4,3
0713501020,"        Cochem, Stadt",178,36,5,3,19,29,50
0713501021,        Dohr,13,0,-,1,1,1,2
0713501024,        Ediger-Eller,14,1,-,0,1,4,1
0713501025,        Ellenz-Poltersdorf,8,2,-,0,0,2,-
0713501027,        Ernst,7,0,1,0,1,1,-
0713501029,        Faid,19,1,2,0,4,4,2
0713501036,        Greimersburg,11,0,1,0,1,3,2
0713501049,        Klotten,45,8,1,1,5,12,12
0713501053,        Lieg,-,-,-,-,-,-,-
0713501056,        Lütz,-,-,-,-,-,-,-
0713501060,        Mesenich,8,1,-,0,1,3,1
0713501065,        Moselkern,-,-,-,-,-,-,-
0713501066,        Müden (Mosel),-,-,-,-,-,-,-
0713501069,"        Nehren, Mosel",1,0,-,0,0,0,-
0713501072,        Pommern,-,-,-,-,-,-,-
0713501079,        Senheim,14,1,-,0,2,5,3
0713501082,        Treis-Karden,-,-,-,-,-,-,-
0713501086,        Valwig,4,0,1,0,0,1,-
0713501090,        Wirfus,7,0,1,0,1,1,2
0713502,"        Kaisersesch, Verbandsgem.",.,.,.,.,.,.,.
0713502009,        Binningen,-,-,-,-,-,-,-
0713502011,        Brachtendorf,4,0,-,0,0,1,1
0713502014,        Brieden,-,-,-,-,-,-,-
0713502016,        Brohl,-,-,-,-,-,-,-
0713502022,        Dünfus,-,-,-,-,-,-,-
0713502023,        Düngenheim,22,1,-,0,1,7,7
0713502026,        Eppenberg,6,0,1,0,0,1,3
0713502028,        Eulgem,7,0,1,1,1,1,2
0713502031,        Forst (Eifel),-,-,-,-,-,-,-
0713502033,        Gamlen,7,0,-,0,2,2,1
0713502038,        Hambuch,10,0,-,0,0,4,3
0713502040,        Hauroth,10,1,-,0,1,2,3
0713502042,        Illerich,8,0,1,0,1,2,3
0713502043,        Kaifenheim,17,0,1,0,2,4,7
0713502044,        Kail,-,-,-,-,-,-,-
0713502045,        Kaisersesch,74,7,3,2,12,12,23
0713502046,        Kalenborn b Kaisersesch,3,0,1,0,0,2,1
0713502051,        Landkern,9,0,1,0,2,2,2
0713502052,"        Laubach, Eifel",11,0,-,0,0,3,1
0713502058,        Masburg,28,1,2,1,4,4,11
0713502062,        Möntenich,-,-,-,-,-,-,-
0713502067,        Müllenbach b Mayen,12,0,2,0,1,3,5
